App_Name,Remarks,Sentiment,Label,Score,Date_of_Remark
Yalla Ludo - Ludo&Domino,I've lost my passion in everything about this game! First  the game graphic causes permenat burn-in on my AMOLED Phone screens  and yes I've changed three Phones because of the deep colors used for the graphic design of the game. Second  Dice-roll and numbers to get isn't logical and fair at all. You SHOULD review Dice function and module for more accurate results  also to satisfy users. I wish to rate you 5 stars but actually couldn't.,NEGATIVE,1,0.999284446,1-Mar-24
Yalla Ludo - Ludo&Domino,It's a good game but need some improvement like  when u almost winning they won't let u win  and the second is that  u can't bet with private game and nor u can add them in theme games and the third the new jungle mode is worse  the old night ludo was a great option in my opinions Overall good,NEGATIVE,1,0.981899381,25-Apr-24
Yalla Ludo - Ludo&Domino,Very unfair game. It only gives privilege to those players who buy from their store. It doesn't matter how good you are playing and winning  at the end they will put you down to lose the game by killing same token several times so the privilege player can win. Very disappointed,NEGATIVE,1,0.999623775,22-Apr-24
Yalla Ludo - Ludo&Domino,I like it..it entertains u and u can make friends on this but the only thing i dont like about this yalla ludo is that your opponent is always arabic speakers it belongs only from Saudia arab..on another app ludo star u can find many another countries opponent but on this u will only face saudi people.(going to edit my feedback thanks for helping me the issue is clear now but now i have another my profilw photo when i choose from gallery its not uploading),NEGATIVE,1,0.99288851,9-Apr-24
Yalla Ludo - Ludo&Domino,There is a lot of cheating in this game  one team is given good marks while the other team is not given any marks/grains because of which that team loses and even if you are playing alone and if your game is played with someone of full level. Even then you will not be given the number and you will lose the game. This is very bad and that is why this game is not good. Do not play this game. ð¡ð¡ð¡ð¡,NEGATIVE,1,0.999757588,8-Apr-24
Yalla Ludo - Ludo&Domino,The game has no fair play and sometimes you do all possibilities to win and your opponents 4 Tokens are still in his home and yours only 1 token left to win but the game still make you lose. They try to push you to buy diamonds and waste it. Such a bad game and a waste of time,NEGATIVE,1,0.999717772,22-Apr-24
Yalla Ludo - Ludo&Domino,Very bad service Lot's of hacker are in game a hacker also steal my acc and blocked that's account. The game owners also give appropriate numbers to those people's who buy gems or coin yhe new or the users who don't purchase any thing just like toys in this game,NEGATIVE,1,0.999054611,28-Apr-24
Yalla Ludo - Ludo&Domino,It's very good experience with the difference people from the different countries it's very nice you can share the feelings and many other things along with the different people naye appreciate this application it's very nice need more development in the future thank you. please join with us,POSITIVE,0,0.999854326,28-Apr-24
Yalla Ludo - Ludo&Domino,Worst experience Ludo titan is much better than yala it's robotic game too many times it just Auto plays and choose the worst decision and they just give us 3 second to think ..no option for private chat..there should be daily separate chest for diamonds,NEGATIVE,1,0.998947203,8-Apr-24
Yalla Ludo - Ludo&Domino,I am playing for a long time and i experienced that the game winning is not depand on user talent when system recognize that the low level opponents near to win then they give chance to high level user to cutof the user whos level is low and near to winð¤£ð¤£ð¤£,POSITIVE,0,0.763677299,28-Apr-24
Yalla Ludo - Ludo&Domino,I was give rating 5 star but I changed now because now day's totily cheating on games on spin luck spin I'm really disappointed for sure I have ð play yalla more then 4 year but now day's yalla ludo has updated with. More cheating only .. From last one month I spin more then 80k Daimond but I didn't get any Big gift only lollipop all time and game always losing only Evan using more Daimond but yalla always deciding who will win so just westing time no enjoyment,NEGATIVE,1,0.997696459,11-Apr-24
Yalla Ludo - Ludo&Domino,Big issue is that when high level players come to the game than he get every needed number but we cannot get the necessary numbers so you should have to adjust this issue,NEGATIVE,1,0.99848628,23-Apr-24
Yalla Ludo - Ludo&Domino,Taking diamonds while players are stuck in is such an unfair idea and damages the game's rule. Just fix it as it is absolutely against the level playing game. Players use the diamonds to take advantages of another turn. It's devastating and disgusting rule . Apart from it game is super duper good and tremendous. I hate taking diamonds.,NEGATIVE,1,0.995511293,3-Apr-24
Yalla Ludo - Ludo&Domino,This game was working fine earlier but now this fraud has started that as soon as I updated it is not logging in any way  not from Yella chat  not from Facebook and not from mobile number. Every time new questions are asked and when I select the correct answer  a new question comes up  so at the end the id block comes up and says try next day.,NEGATIVE,1,0.998428881,16-Mar-24
Yalla Ludo - Ludo&Domino,I use to play alot and am a good player of domino all five but suddenly i just can't win anymore it doesn't matter how good i play gonna end up on a losing side Right now I lost 11 out of 13 games just because of a bad luck so i don't need bad luck in my life so bye bye No there is no randomness not in ludo and not even in domino i saw your response before hand but am replying now because I just lost ton of domino games again,NEGATIVE,1,0.98580265,8-Mar-24
Yalla Ludo - Ludo&Domino, Yalla Ludo provides an engaging and fun gaming experience. The user-friendly interface  smooth gameplay  and vibrant graphics contribute to a delightful gaming session. With a variety of game modes and social features  Yalla Ludo offers an enjoyable way to connect with friends and family. The app's responsiveness and regular updates showcase the developers' commitment to enhancing the player experience.,POSITIVE,0,0.99987936,17-Jan-24
Yalla Ludo - Ludo&Domino,Yalla Ludo provides a delightful gaming experience  seamlessly combining strategy and fun. The intuitive interface  coupled with engaging gameplay  makes it a standout choice for Ludo enthusiasts. Its online multiplayer feature adds a social element  creating memorable moments with friends. Kudos to the developers for crafting a game that brings joy and nostalgia to players of all ages.,POSITIVE,0,0.999879718,18-Dec-23
Yalla Ludo - Ludo&Domino,very very bad app. if purchase diamonds and coins on USD. then your game will be okay and you will win most of games but if you don't purchase your will never win a game above 2500 coins.,NEGATIVE,1,0.904107034,19-Apr-24
Yalla Ludo - Ludo&Domino,I m playing ludo past many years . But I feel the is not fair.I enjoy but at the time winning the match turn to lost. I was west my time and money. I thought match is fixed. I m going to left.,NEGATIVE,1,0.998470724,21-Apr-24
Yalla Ludo - Ludo&Domino,I really like this app and specially jungle ludo gameÛÛÛi really enjoy it but it still needs some improvment because there is no option for team up in jungle gameÛÛ,NEGATIVE,1,0.993140042,21-Apr-24
Yalla Ludo - Ludo&Domino,Yalla Ludo provides an engaging and fun gaming experience. The user-friendly interface  smooth gameplay  and vibrant graphics contribute to a delightful gaming session. With a variety of game modes and social features  Yalla Ludo offers an enjoyable way to connect with friends and family. The app's responsiveness and regular updates showcase the developers' commitment to enhancing the player experience.,POSITIVE,0,0.99987936,25-Jan-24
Yalla Ludo - Ludo&Domino,Everything in this app is very good but I found that you don't win because you are a good player  the meaning is that it decides who will win because even if you play well  you still get that one person's victory. No matter which number is matched then the exact opposite happens with the other person. I found that everything is fixed here. Sorry but I saw it here.,NEGATIVE,1,0.991555154,6-Mar-24
Yalla Ludo - Ludo&Domino,This app is totally worst. There is a big network issue. Inspite of being best network  it does not run properly. When I win a level  it shows that I have got 40k coins and others gifts. But awfully it doesn't give those. What a cheat! Just hate this app. Band this app as soon as possible. ð¡ð¡ð¡ð¡ð¡ð¡ð¡ð¡ð¡ð¡ðððððð,NEGATIVE,1,0.999798357,16-Feb-24
Yalla Ludo - Ludo&Domino,I love playing this game. Actually  I couldn't stop playing it  but now I've done the update. I can't because it keeps saying connect to the server  or please check your Internet there is nothing wrong with my Internet all my other games play perfectly well. Now I'm gutted. Fix this problem and I would give a 5 stars ð,NEGATIVE,1,0.990187347,29-Dec-23
Yalla Ludo - Ludo&Domino,Very bad experience this game opposite player got every time exact number to kill token and got six every single turn I'm gonna delete this ludo and download other where every one got same number,NEGATIVE,1,0.999725163,11-Apr-24
Yalla Ludo - Ludo&Domino,0 zero rating Its my 3rd review everytime i say fix your match making same level matching will be good How we can play with high level vip players fix this problem country issues also same country matching is ok but everytime opponents are saudi why saudi people cant speak our language we cant speak there language Dear yalla fix all this problems then i will rate 5 stars,NEGATIVE,1,0.989935219,26-Apr-24
Yalla Ludo - Ludo&Domino,Worst game experience ð¡ Game is good but players cheating anyway  mostly team match teamates join in other teamates or leave the game ð¡ or cheating yalla ludo y not see this problem  but game is really good please help other players this is game but this is irritated,POSITIVE,0,0.977719009,23-Mar-24
Yalla Ludo - Ludo&Domino,The badest game ever. They took priority to those who upgrade the troops and invester i don't like it. Just waste of time.,NEGATIVE,1,0.999824941,12-Apr-24
Yalla Ludo - Ludo&Domino,I have been playing this game for 2 years And I have done a lot of purchasing in this game. But this game is no good it's a bed game In this game you can have 50 million or 10 million You will lose and your coins. If you play in twos  then one of the two you will definitely lose. This game is only for the rich people and neither do the game players give the winnings to anyone. And no  in this game they don't give anything to anyone. this game is not good bed game Goodbye,NEGATIVE,1,0.999506116,15-Mar-24
Yalla Ludo - Ludo&Domino,In this game same friends are too much disturbing. I deleted them but they again sent me friend request. Tell me a way by this I can block them permanently as they can't sent me request again and won't able to visit my profile.,NEGATIVE,1,0.999714315,24-Mar-24
Yalla Ludo - Ludo&Domino,Worlds best game to play with your loved ones but i don't like one thing some players abuses alot when then loose games and i hope there will be new feature in upcoming days that you can add the people but they can't abuse just need to improve this feature that abusive behavior could block the account. There is no option to block such type of people.,NEGATIVE,1,0.981939852,8-Feb-24
Yalla Ludo - Ludo&Domino,It's one of the worst apps . Always please those who make recharge. The wast of time. The wast of efforts.,NEGATIVE,1,0.999483824,9-Apr-24
Yalla Ludo - Ludo&Domino,Very cheap game Start rooting for the opponent without reason  a good win turns into a loss in an inexplicable way It's not even worth one star,NEGATIVE,1,0.999825299,16-Mar-24
Yalla Ludo - Ludo&Domino,Operationed failed  206 This is the error I facing during opening the activity ! Kindly fix it  otherwise this is very poor game !,NEGATIVE,1,0.999809921,12-Mar-24
Yalla Ludo - Ludo&Domino,This is a good game but the algorithm of this game always have problem like we almost win the game and lose by only one or the algorithm always work for one and gave him too many sixes and numbers and we just wait for our turn and the turn is not back and the opponent win the game. I suggest work on the algorithm of this game and gave numbers equally not only one person in the game.,NEGATIVE,1,0.993105948,28-Dec-23
Yalla Ludo - Ludo&Domino,1st problem: ððð All good but the UNDO option is totally useless. ððð 2nd problem: Killing teammates' token is another worst option. Overall good I will give it all stars as soon as it gets fixed. I hope the developer would not lose their costumers/players. Im Going to uninstall it soon. Developer ð,NEGATIVE,1,0.994022071,19-Jan-24
Yalla Ludo - Ludo&Domino,This is a very bad game  anyone who is thinking of using this game I would say not to use it  because it only lets people who spend money win games. I haven't won a game in the last three weeks. Losing a total of 168 consecutive games. The worst bad site. It won't let you win any game easily if you don't spend money. And if it's a big game  it doesn't matter. I even broke my phone for these. Again the ID was destroyed without any reason  so I did not recharge my ID. So it is better not to come,NEGATIVE,1,0.999805629,2-Jan-24
Yalla Ludo - Ludo&Domino,Very worst game ever seen. The distribution of sixes very unfair. Someone which kills the token 1st will get more sixes more time and the other competitor will suffer badly and eventually lose the game. I'm uninstalling this game. It's a total waste of time.,NEGATIVE,1,0.999820769,26-Nov-23
Yalla Ludo - Ludo&Domino,Would help if the other player doesn't get the EXACT right dice rolls to keep winning. NOTHING to do with the  so called  algorithm! If you want to be frustrated out of your mind  DONT install it!,NEGATIVE,1,0.999530792,22-Dec-23
Yalla Ludo - Ludo&Domino,It's is one of the best entertainment tools which keep us busy and prevent frome the alote social crisses also help us to communicate with our darling all over the world,POSITIVE,0,0.999827087,23-Mar-24
Yalla Ludo - Ludo&Domino,Worst game  took all coin. Everytime you lose game. So pathetic game. Dont play this game. Just waste of time. ð¤¬ð¤¬ð¤¬ð¤¬,NEGATIVE,1,0.99977845,23-Apr-24
Yalla Ludo - Ludo&Domino,The game and the features are amazing. Voice chat is one feature I like. Though recently  I have started facing connection problem from their end. When contacted the team regarding the same  the response I get is it's my network issue (when all other apps seem to work perfectly fine). For the response of the team  I would give negative rating  even if the game otherwise (when no network issues)is good.,POSITIVE,0,0.81216979,19-Jun-20
Yalla Ludo - Ludo&Domino,Too worst app  it's a robotic game  it's automatically working computerized based working not talented people happy here waste of time too poor app missed management  work for high level person only stupid team,NEGATIVE,1,0.99975878,2-Apr-24
Yalla Ludo - Ludo&Domino,Very good game surely recommend ððthere are many new events and it is very fun to play it with friends either online or offline,POSITIVE,0,0.999600351,23-Mar-24
Yalla Ludo - Ludo&Domino,Auto play feature should be eliminated. I'm not supposed to wait for somebody that's not interested in the game. We should be able to kick out the other player if he goes into auto mode for three times or more.,NEGATIVE,1,0.998957992,18-Dec-23
Yalla Ludo - Ludo&Domino,It's just amazing ludo game but there are some falt in too like when you get level up the rewards you get like Dimonds they just go disappear which means you won't have them and second you can't open hot dice skins very easily. always same fragments that you already have if you guys fix this it will be good,NEGATIVE,1,0.995579422,18-Feb-24
Yalla Ludo - Ludo&Domino,It's worth game ever I play how can possibly if you lost consistently game even you position look in your favor and system come and lost you it's not puzzle it's a drama which make foll people even ludo star is good because it's not have all like that foolishness activity,POSITIVE,0,0.998846054,25-Mar-24
Yalla Ludo - Ludo&Domino,I just heat this app because For this reason  it seems very bad that when the win is close  it hangs the net and it goes on by itself  then the net is connected when the matches are close to the loss by walking the wrong token.,NEGATIVE,1,0.99943608,13-Dec-23
Yalla Ludo - Ludo&Domino,The game is quite amazing but i don't like the changes which were made after the recent update. The way a player can double their tokens and can only move when an even no. comes... It creates a lot of mess and frustration among the other players as they can't move their tokens and are stuck behind that doubled token unless they get a rocket. This should be removed and the previous settings must be restored where after doubling the tokens  they can't be captured and move freely.,NEGATIVE,1,0.99843353,11-Jun-20
Yalla Ludo - Ludo&Domino,I entered any room but i can't hear to anyone and no one hear me also. Today doing like this please tell me what i do... I installed many times but still not working.. Please fix this,NEGATIVE,1,0.995994806,17-Mar-24
Bubble Rangers: Endless Runner,The Performance is terrible since the update. Before I could run 180 fps no issue now the game lags badly at 30 fps. The invincibility frames on the wing power up are inconsistent. Theres times when it is unavoidable to hit something after the wing power ends  but you'll still die,NEGATIVE,1,0.999698162,28-Apr-24
Bubble Rangers: Endless Runner,Recent updates have added another layer of difficulty. As you progress  the gameâs speed increases the difficulty  This results in quick deaths and can lead to a frustrating experience. While the concept of Bubble Runner is intriguing  the extreme difficulty and fast-paced progression might not appeal to everyone. It would be beneficial if future updates could balance the difficulty level ,NEGATIVE,1,0.999287307,11-Apr-24
Bubble Rangers: Endless Runner,Too hard with the recent update(it's now annoying) and it takes so much time to login. I spend minutes on logging screen  but it never logins. I have a good network  so don't say it's because of network. Just to emphasize one my first point  making the obstacles ridiculously close to each other  and making me fail with just one bump with an obstacle is obnoxious. Also  the character glitches and doesn't respond to my swipes. The game is bad and needs a lot of improvement.,NEGATIVE,1,0.999506831,21-Apr-24
Bubble Rangers: Endless Runner,The latest update feels a bit juvenile with the shields being too powerful  and the removal of the  Long  legendary skin from the magic wheel is disappointing  especially for players like me who were halfway to unlocking it. It would be great if the team could bring back the  Long  skin and perhaps offer players a choice between prioritizing it or the  Galaxy  skin. I really hope this feedback reaches the development team.,NEGATIVE,1,0.99948895,24-Apr-24
Bubble Rangers: Endless Runner,Honestly  this new update is the worst! When it's time to save my progress   it just keeps saying my Internet connection is poor while there's nothing wrong with my connection. If my connection is poor  how did I play the game in the first place? This has been happening for 5 days now. 2. All my previous 440 spin record is GONE! Like  poof!,NEGATIVE,1,0.999817789,28-Apr-24
Bubble Rangers: Endless Runner,There is crashing of the app after advertisements and no progress is being saved. My username in the app is adityaSpit   #1219. Edit: After the update the game is significantly optimised. Less crashes (only 1 experienced in 75 gameplays till now) smoother gameplay. Thank you for this update Bubble Rangers team.,NEGATIVE,1,0.949173331,28-Apr-24
Bubble Rangers: Endless Runner,New update sucks. They include features no body asked for. Just like new shield fast travel feature which is useless. But they don't fix the freeze issues etc. Also they didn't even warn us that season is ending. I was grinding for 1500 spin to get Long Skin and I was only 300 spins away and now this new update reset my spins to 0. So frustrating.,NEGATIVE,1,0.996330321,25-Apr-24
Bubble Rangers: Endless Runner,50/50 â sometimes it works  sometimes it gets stuck on the loading screen. website doesn't reflect anything I do in-game. obstacles can be a bit hard to tell apart from the rest of the environment. can be shaky  though that hardly interferes with gameplay. i like it.,POSITIVE,0,0.981017292,23-Apr-24
Bubble Rangers: Endless Runner,It's still ok I guess  but now it's like every typical game that's only much more fun and eaiser for those with money. Also  it has this bug where it lacks for a few seconds every now and then. A suggestion: if you'll have that many characters then at least make the characters have some special skills or something. If you play so hard to afford a character  then let it have a skill beyond a cute onesie.,NEGATIVE,1,0.998513401,11-Apr-24
Bubble Rangers: Endless Runner,The game play is really enjoyable but please do something about the shield. It shouldn't cease to be operational because of the wings for there are dark clouds/turbulence up there that one needs shielding from. That's why it's a shield  i guess. Just like the magnet doesn't cease operating when one picks up wings  so I hope the shield should be. Overall  the game is enjoyable.,POSITIVE,0,0.999521971,26-Apr-24
Bubble Rangers: Endless Runner,Hi developers... This my honest review of Bubble Rangers. First of all it's a very interesting game. At first I thought it will be just like Subway Surfers or Temple Run. It's somewhat similar to the previous games I mentioned but only in a few ways. The map selection is great  it changes automatically when you reach a certain point. Skins are awesome. Especially the feature of points booster percentage according to skin category. Overall it's more refreshing and interesting than it's rivals.,POSITIVE,0,0.999783218,19-Apr-24
Bubble Rangers: Endless Runner,Bubble Rangers is a captivating web3 game that combines thrilling gameplay with stunning visuals. The interactive storyline keeps players engaged  and the strategic challenges are both enjoyable and rewarding. With its seamless integration of blockchain technology  Bubble Rangers sets a new standard for immersive gaming experiences. Highly recommended,POSITIVE,0,0.999885798,19-Apr-24
Bubble Rangers: Endless Runner,This game keeps getting better and better! I am using a Samsung Z fold 5 and I have no crashes or freezes during gameplay. The game loads in 5 seconds for me. I have collected 4 million bubble points so far and I have done over 500 runs. If anyone is having issues I would highly recommend to enter their discord for help. I have used the in game support ticket as well to submit a few bugs and glitches. Can't wait to convert my bubble points into $BUBBLE!,NEGATIVE,1,0.958210945,18-Apr-24
Bubble Rangers: Endless Runner,Fun game. great concept. unfortunately I freeze a lot (8to10) times per day and it k8cks me out. Very frustrating when your in a high score game. I also had a run with a blank screen. Just an empty road. fix these small issues and it's win. edit: Game working great now. Winning !!,POSITIVE,0,0.702878058,18-Apr-24
Bubble Rangers: Endless Runner,The game has become too hard almost impossible to play after the update. It makes no sense when there is a ball rolling through obsticals and 2 obsticals next to each other and too close to each other.,NEGATIVE,1,0.999735415,11-Apr-24
Bubble Rangers: Endless Runner,There is lot of bugs after upgraded version I can't even login io account it's loading but still not connect and the game has new bug found on after upgraded..the flying wings is not working properly in game ..when I catch up and fly within secs it's suddenly that is not working ...and now I uninstall and installed the game and try to login via io account it's not connect ..i Authorized but it's not redirected.. please kindly chkit out and clear it soon..sir ...games is really good,NEGATIVE,1,0.98780036,23-Apr-24
Bubble Rangers: Endless Runner,This present update is trash. Obstacle generation is impossible sometimes to beat. Obstacle are too close together. The game lags.. please include more power ups in the game... It's also annoying when i hit an obstacle slightly and the game ends ...,NEGATIVE,1,0.999720037,10-Apr-24
Bubble Rangers: Endless Runner,Bubble Rangers is an absolute blast! With vibrant graphics  addictive gameplay  and a plethora of levels  this game is sure to keep you entertained for hours. The intuitive controls make it easy to pick up and play  while the challenging puzzles keep you coming back for more. Plus  the variety of power-ups and obstacles add an extra layer of excitement. Whether you're a casual gamer or a hardcore enthusiast   Bubble Rangers  offers something for everyone. Highly recommended!,POSITIVE,0,0.99987042,19-Apr-24
Bubble Rangers: Endless Runner,The game constantly hangs on my phone. The graphics are soo Confusing  the characters look just like the background. I've been trying to link this to my bubble account but it just keeps hanging. The programmers should look into these and also the problem of constant updates.,NEGATIVE,1,0.998108149,17-Apr-24
Bubble Rangers: Endless Runner,The first time I have discovered this game  I was immediately mesmerized by its design & artistry. Truly exceptional. The game itself is simple  which works well with all ages  and it is very entertaining. I really like the various skins that you can acquire within the game. It makes the gameplay more exciting. Now  I can't wait for this game to go MASSIVE worldwide. ð,POSITIVE,0,0.999881148,19-Apr-24
Bubble Rangers: Endless Runner,This is a very unique game with so many things attached to it. Be it different types of skins or the different layer of Carnival levels for eg. Samsung arena. Bubble Rangers has a addicted vibe and it's hard to resist. I'm playing this since starting and loving it to the core. The UI and graphics are also top notch and meets a usual gamers expectation. The team has done a good job and they are improving with each passing day. $BUBBLE up.,POSITIVE,0,0.999694586,19-Apr-24
Bubble Rangers: Endless Runner,It's a fun game but it has a stupid logic  comparing to subway surfer or temple run its nothing. As further you go   the idea  is that the game has to get harder  but instead it gets stupider. The glitches apear  the logic doesn't apply as it should. And in some cases the games not fair  there's a different between a hard game and an unfair game  why the way has to get blocked after you slide down of a block? When you cant see whats behinf that block and the only thing you can do is to slide!,NEGATIVE,1,0.998652518,22-Apr-24
Bubble Rangers: Endless Runner,I'm using strong wifi but the connection always times out and sometimes there is no notification about any error or problem  So  I play it normally but candies and points that I earned isn't saved after I died... please fix this. And the game is laggy although my phone isn't laggy  but the game is still laggy (My settings is Medium  60 FPS. My phone is Samsung A32) I hope this review reaches the developer,NEGATIVE,1,0.999378681,10-Apr-24
Bubble Rangers: Endless Runner,I have been playing Bubble Rangers for months and I honestly am beyond hooked. Every update makes the game even more addicting. I am always trying to get to the next board and I love a challenge and this game is very challenging. Plus while playing I am farm $BUBBLE token which will be airdropped later on. This is one game I can not stop playing. Highly recommended. Imaginary Ones makes the very best games!!! ð«§ð«§ð«§ð«§ð«§ð«§ð«§ð«§ð«§,POSITIVE,0,0.999488115,19-Apr-24
Bubble Rangers: Endless Runner,This game has been lagging a lot since the latest update  I engage in runs and it suddenly refreshes and all my coins gets lost in the process. It's been awful lately  please try to fix this so we can have an enjoyable experience. Thank you,NEGATIVE,1,0.995202661,12-Apr-24
Bubble Rangers: Endless Runner,It's an cool game to play and earn bubble points. But besides that  it takes too much time to load up  login and play... Most times it stays on the login boot screen too long. Can you fix that?,NEGATIVE,1,0.995134175,13-Apr-24
Bubble Rangers: Endless Runner,The new updates are harsh  you cannot last even for 5 minutes due to increse in difficulty and speed. Developer should have tested the game before releasing balancing difficulty and speed of running. Thats demotivates player and its frustrating. There are also many bugs to fix.,NEGATIVE,1,0.998734295,14-Apr-24
Bubble Rangers: Endless Runner,Great idea overall. But th colours are too bright everything seems to blend together  hard to pick out the coins and other features and game seems sluggish plus I can't seem to find the  Code  to redeem.,NEGATIVE,1,0.999619007,8-Apr-24
Bubble Rangers: Endless Runner,Addictive and Rewarding Bubble Ranger! Bubble Ranger is an absolute gem in the realm of mobile gaming. As a $BUBBLE collector enthusiast  I was immediately drawn to its simple yet engaging gameplay. What sets it apart is its play-to-earn feature  where you can earn bubbles through airdrops while having a blast popping bubbles. This adds an extra layer of excitement and incentive to keep playing. The graphics are vibrant  the controls are smooth  and the levels are challenging enough.,POSITIVE,0,0.99983108,19-Apr-24
Bubble Rangers: Endless Runner,Nice game  so cool and all  on my previous phone the game was playing  I just changed my phone to Samsung s9 and uptil now have not been able to logging using my io  after putting date of birth and clicking on io to link account  it says logging in but never passes that level  please do this for me so I can rate you 5 star  because I'm missing my game  Please fix it,NEGATIVE,1,0.988757193,25-Apr-24
Bubble Rangers: Endless Runner,New update sucks. They include features no body asked for. Just like new shield fast travel feature which is useless. But they don't fix the freeze issues etc. Also they didn't even warn us that the season is ending. I was grinding for 1110 spins to get Long Skin and I was only 390 spins away and now this new update resets my spins to O. So frustrating.,NEGATIVE,1,0.996878028,27-Apr-24
Bubble Rangers: Endless Runner,I haven't been able to link the game to my Imaginery Ones dashboard. In the games settings it showing that it's linked but on my IO dashboard I still see  CONNECT  with 0 bubble points. Please help.,NEGATIVE,1,0.96990484,28-Apr-24
Bubble Rangers: Endless Runner,Definitely one of the best rendition of nft games. This really captures the essence of fun without being unfair. I look forward for more game improvements especially with the controllers sensitivity. Nonetheless  a top-notch game worth trying and sticking around for.,POSITIVE,0,0.999842644,23-Mar-24
Bubble Rangers: Endless Runner,Most interesting and most easy game you will be relax after playing this game try it onceð¹. I hope for game improvements like the spawning chance  I already maxed the spawning chance but I don't really feel more spawning chances  can you make it more accurate please. Overall this game is great very nice and easy  I hope for more improvements of this gameð®. peace.,POSITIVE,0,0.999545157,9-Apr-24
Bubble Rangers: Endless Runner,Bubble Rangers has quickly become my go-to game for daily entertainment! The vibrant and diverse environments  from icy lands to fiery lava fields  keep the gameplay visually appealing and exciting. The endless runner mechanics are smooth  making it easy to pick up but challenging enough to keep me engaged.,POSITIVE,0,0.999847293,19-Apr-24
Bubble Rangers: Endless Runner,After update I'm unable to play game. During the game automatically stopped and my internet is good and fast but during the gameplay Network issue occurs and i lost all. Not good. Before update it was good.,NEGATIVE,1,0.999710619,12-Apr-24
Bubble Rangers: Endless Runner,After the updates today  controls randomly fail to record swipes leading to death. I have tested this multiple times before commenting. Also  increasing the cost of jems per revive from 1 to 25 is just too much. In my opinion.,NEGATIVE,1,0.9997316,11-Apr-24
