App_Name,Remarks,Sentiment,Score,Date_of_Remark
Yalla Ludo - Ludo&Domino,Worst aap ever tried many times but not the are only here to earn money thats it they don't care about ur fun enjoyment and enjoyable time.....lost continues 12 games and lost all diomond but still no win ....I came online to enjoy game and remove stress and to free my mind but no it made me still more angry and frustrated.....be fair ppl grow up.....????????????????????????????????????????????,LABEL_0,0.949672937,24-Aug-24
Yalla Ludo - Ludo&Domino,It is a very useless and bad game. You have to purchase everything. Nothing is free. No frame is free. The price of everything is high. Waste of time game.,LABEL_0,0.978734016,13-Aug-24
Yalla Ludo - Ludo&Domino,I have played ludo it's pretty good so there is one thing it is a quick game or not it has diamond which is 10 or should it be reduced they are too much then everything else is fit at once,LABEL_2,0.944447696,24-Aug-24
Yalla Ludo - Ludo&Domino,"No one should install this app, it is very bad.If you are winning in this by your hard work then this app deliberately makes you lose the game.If you win 1.2.3.This is a very bad app. in a row and again all your coins go to the same color. Even after that it makes you lose the game. Intentionally.I have never seen a worse app in my life. If you are winning then it deliberately makes you lose the game continuously.So I was fed up with the computerized gameplay of this app and I uninstalled it to",LABEL_0,0.958180845,19-Aug-24
Yalla Ludo - Ludo&Domino,"The biggest problem with this game is getting disconnected from the server and then killing friends' tokens in a team match. Friendly killing in a match with friends should be eliminated because if a person stops playing the game, the system replaces them. If system is playing then he is hitting friendly tokens.Diamonds are very rare in a week while there is no effective mechanism to get coins.",LABEL_0,0.869606972,5-Jun-24
Yalla Ludo - Ludo&Domino,"I really do like this game. However, it's unbalanced. I've seen other reviews saying something similar. The dice rolls are not randomly generated. Way more often than not, I'll roll out of a safe zone and another person after me rolls the exact number to knock me back home. The next turn is the same situation. Please, balance the game and randomize the dice! I've seen a response where you say it is, but there is no way that it is.",LABEL_1,0.440271437,29-Jun-24
Yalla Ludo - Ludo&Domino,"I played many online games. But I was boring to playing other games.But yalla is the best game to enjoy and entertainment. And it is the best game. But one issue i also face in this game, that whenever I win the classic, arrow game, i haven't gain exp. I also face this problem every day, in every new account.",LABEL_1,0.395193428,2-Jul-24
Yalla Ludo - Ludo&Domino,The game is a scam the system will help you win in the beginning and then it will stop giving the numbers you need and the worst part is the hackers yes players who will get the number desired every time at will.,LABEL_0,0.817652583,31-Jul-24
Yalla Ludo - Ludo&Domino,"Please add a 4 players room for team mode What I mean is I should be able to create a private room with my friends in team mode, eliminate reward and exp but allow me to play with a friend against 2 other friends",LABEL_1,0.604703069,27-Jul-24
Yalla Ludo - Ludo&Domino,Dissappointed in how the dice rolls. It gives you a number to move out of save space and then the other one gets the exact same number to kick you off when it's the other way around it's not the same for them. Played how many games with all 4 out but the ones with all in wins how???????,LABEL_0,0.813346386,13-Jul-24
Yalla Ludo - Ludo&Domino,"This is an amazing app you can play this offline , the dice color can change , you can talk to people or stay silent if you want you can play with 2-4 players it is a good game and you can even use emotes or throw tomatoes , flowers etc at others and they give you a certain amount of time and if you run out of time then a robot plays for you so i love how it doesnt make anyone wait and you can see how much time is left so you can chill and you can play if your a child , teenager , adult or old",LABEL_2,0.976956904,27-Jul-24
Yalla Ludo - Ludo&Domino,Worst ludo game ever.. I don't get what I want who is playing with me there are 6 coming at his time.. I don't get it some time.. Completely useless game .. And other ludo game are better than yalla ludo.. I won't even give a signal star to yalla ludo.. What come out of the box is what I all ready have . . There are so many dice that have not been opened yet . . . The management of yalla ludo should be a little update and use some common sense. . .. Other wise zero star game,LABEL_0,0.899224699,26-Jul-24
Yalla Ludo - Ludo&Domino,Going to uninstall the opponent get exactly the same number as yours And some time one is getting six after six and the another one getting small numbers only in the whole game . This is the most worst game I have ever played ??,LABEL_0,0.95492965,24-Jul-24
Yalla Ludo - Ludo&Domino,"This is a game that is worse than useless, its winners are already decided, it is made only to earn money, it is a deadly application for the phone, it only gives victory to the person who buys diamonds,phone have good network but reconnect issue, worsted app",LABEL_0,0.942942739,21-Jul-24
Yalla Ludo - Ludo&Domino,I use to play alot and am a good player of domino all five but suddenly i just can't win anymore it doesn't matter how good i play gonna end up on a losing side Right now I lost 11 out of 13 games just because of a bad luck so i don't need bad luck in my life so bye bye No there is no randomness not in ludo and not even in domino i saw your response before hand but am replying now because I just lost ton of domino games again No improvement whatsoever you only win if they want you to win,LABEL_0,0.925621748,20-Jul-24
Yalla Ludo - Ludo&Domino,"""Yalla Ludo offers a refreshing twist to the classic board game, bringing it to the digital realm with flair. Its intuitive interface, smooth gameplay, and various modes make it a standout choice for Ludo enthusiasts. With options to play with friends or strangers worldwide, Yalla Ludo seamlessly blends nostalgia with modern connectivity. However, occasional connectivity issues and advertisements can disrupt the experience. Overall, Yalla Ludo is a fun and addictive choice for both casual and co",LABEL_2,0.945465446,6-Apr-24
Yalla Ludo - Ludo&Domino,I loved the game but their is purchasing issue I can't open many dice because they are not free some exclusive dice should be free of cost so players can enjoy the game . And their are only three room themes and I am kind of bored of them and there should be more theme choice without purchasing because not everyone can purchase vip . I like this game very much but you should also think of what people like the most there should be more options of free and exclusive dice ?? that's all thanks,LABEL_2,0.718299687,11-May-24
Yalla Ludo - Ludo&Domino,"I am using yalla from 2019.But i have one objection about it,as i played several games,when someone got any privilege in any game then he/she enjoyed it at all forever but here in yalla when someone got any privilege(Elite room pass by spending 1999 diamonds) then after 2 weeks you have to reopen the same pass by spending the same amount of diamonds.This is not fair.Its totally scam.So make sure that when someone once open any privilege in yalla so he/she will have the right of using it forever.",LABEL_0,0.690698087,14-Aug-24
Yalla Ludo - Ludo&Domino,Very bad game. Only game decided who win it's not depended on dice roll. Only investers win all the time.,LABEL_0,0.861555099,22-Aug-24
Yalla Ludo - Ludo&Domino,I m going to give you 5 stars but it's a fix games...when you lost 5.6 games then next 4.5 game you will win if you are not in game means automatic playing,LABEL_1,0.589449406,23-Aug-24
Yalla Ludo - Ludo&Domino,"""Yalla Ludo is an incredible game that has kept me hooked for hours! The gameplay is engaging, and the graphics are top-notch. I love the variety of games and modes available, and the daily challenges are a great way to keep things fresh and exciting. Yalla Ludo is more than just a game - it's a community! The chat feature allows me to connect with friends and family, and we have a blast competing and collaboratin",LABEL_2,0.993154526,14-Jun-24
Yalla Ludo - Ludo&Domino,"Six not coming and fixed numbers not coming i experience is very bad in this app ,, very very bad app This is useless app I played it 5 times but I didn't get six even once",LABEL_0,0.972994983,13-Aug-24
Yalla Ludo - Ludo&Domino,"It's a cool game app, but it dos not connect all the time, and it tries to connect after matching with an opponent so you lose your money i try Uninstall and install and sent a msg to customers service about losing my coins and it says if a match is made and connections are lost you lose the coins but its set up to launch the game after matching there is other apps that you sont lose your coins if the game did not start",LABEL_0,0.665665269,27-May-24
Yalla Ludo - Ludo&Domino,"""Ludo is a great game, but there's one problem - we can't exchange coins for diamonds or diamonds for coins. It would be more fun and convenient if we could exchange them, so that those who have coins can play games and those who have diamonds can gift them to others."" I hope that helps! Let me know if you have any other questions or if there's anything else I can assist you",LABEL_2,0.778240144,25-Jun-24
Yalla Ludo - Ludo&Domino,"The app is too slow, refresh rate is too less and we should get notified when a friend becomes online or text us. And in chat there should be options to send voice notes and share files with each other. More on that there should be options to delete messages in chat.",LABEL_0,0.709369719,18-Apr-24
Yalla Ludo - Ludo&Domino,"Very very bad experience in heavy bets, like more than 10k, and 50k it seems that game is totally fixed, and if you play ten continues games by selecting 10k bet , it's confirmed you lose that ten games and hardly you can win just one game, it's tooo bad and waste of time, it's just suitable for less than 1k user's. Very very very bad in heavy bets.",LABEL_0,0.924865305,7-Jul-24
Yalla Ludo - Ludo&Domino,Honestly it sucks just because i havent purchsed anything in the game dosent mean you can make me lose every game even if im about to win you will give my opponet who has purcshed thing in game the number he needs to win every single turn it a six six five or six six four and the opponet who have not bought anything i only win against those guys this is horrible if you wnat to make a game atleast make it fair,LABEL_0,0.871545255,25-Aug-24
Yalla Ludo - Ludo&Domino,I like your game very much and I am playing your game since 2018 my id is made on mobile number and now phone number option is not available in your game plz i have very good id which My level is very good and please solve the problem of option to login on mobile phone number. Please ??,LABEL_2,0.863372386,8-Aug-24
Yalla Ludo - Ludo&Domino,Alasam o likum What special offer will you add for those players who came on yalla for timepass and can't afford doimand etc And yalla is good game and you should add some activities so we can get doimand and coins for free cause I can't afford that much money those who have money can buy it and u should set a activitie for us as well,LABEL_2,0.509323776,19-Jul-24
Yalla Ludo - Ludo&Domino,This is a fantastic game I love play this game and I totally enjoy it this is an awesome game for everyone who feels alone you can chat with your friends playing tournament and earn so much gold and this game deserve five stars,LABEL_2,0.99193573,23-Jul-24
Yalla Ludo - Ludo&Domino,The game will be in your hands but the win will be in someone else's hands this is a fraud of most ludo people and due to this fraud I have lost three lock coins because the game I have been playing for three days is 100 percent someone else's. How can it be that the expert is also in my hands and the winner is in someone else's hand. 90pesent fraud,LABEL_0,0.892737865,24-Jul-24
Yalla Ludo - Ludo&Domino,it's good game but musical system doesn't work and how to donweld music plzz clear this question Edit: dear yalla ludo plz make a video or ubdate how to open and add music in musical system and alsow the glitch in musical system clear this all problems and reply me,LABEL_0,0.54930681,18-Jul-24
Yalla Ludo - Ludo&Domino,"So So So disgusting! Very Upset after playing this game. I have been enjoying playing this game for a long time. But now it has become a lot of nonsense. Ever since I did this update, in the last week I've won 9 out of 10 of any games I've played and since then I've lost all my coins. Now due to this act of Yalla people (yalla valve didn't win anyone despite playing again and again) I am uninstalling this game. Because yalla valve showed a lot of heart by losing again and again.",LABEL_0,0.948100448,18-May-24
Yalla Ludo - Ludo&Domino,Not satisfied from gaming because high level I.ds are supported & low level are losted through dice.for level up there are high exp to reach.there should be another way to level up & also room mic staying exp should 5000 pr hour,LABEL_0,0.641672254,18-Jul-24
Yalla Ludo - Ludo&Domino,"It's a handicap game playing this game there is no help you always have to lose it makes the game crazy,??????????",LABEL_0,0.916772842,11-Aug-24
Yalla Ludo - Ludo&Domino,how many times I request for bock some one they play auto mood this is not good you have to upgrade this I will not give 1 star also,LABEL_0,0.960438371,23-Aug-24
Yalla Ludo - Ludo&Domino,One of my favourite cause its features are so entertaining and adorable fantastic experiance with this epic game just love it??????,LABEL_2,0.992789209,20-Aug-24
Yalla Ludo - Ludo&Domino,Very bad game. Cannot be downloaded. Only time waste,LABEL_0,0.979763508,24-Aug-24
Yalla Ludo - Ludo&Domino,Very bad customer service More time apps reconnecting and going coins,LABEL_0,0.918955922,21-Aug-24
Yalla Ludo - Ludo&Domino,It is always disconnected all Aps are doing well but this ap suggests no connection please check your network connection what's wrong with it,LABEL_0,0.661514163,25-Jul-24
Yalla Ludo - Ludo&Domino,"The game and the features are amazing. Voice chat is one feature I like. Though recently, I have started facing connection problem from their end. When contacted the team regarding the same, the response I get is it's my network issue (when all other apps seem to work perfectly fine). For the response of the team, I would give negative rating, even if the game otherwise (when no network issues)is good.",LABEL_2,0.759359777,19-Jun-20
Yalla Ludo - Ludo&Domino,"Yalla Ludo allows you to play both online and offline. You can play in 1 vs 1 mode or in games with up to 4 players. Each mode has four different game modes: classic, master, fast, and magic.That's amazing game I really like him. ??",LABEL_2,0.976502061,6-May-24
Yalla Ludo - Ludo&Domino,"Dear Team, when i won arrival box, it doesn't show anything and arrival box is vanished. There are no details what i got in it. Please fix this bug",LABEL_0,0.809388518,1-Aug-24
Yalla Ludo - Ludo&Domino,"It's a good game but need some improvement like, when u almost winning they won't let u win, and the second is that, u can't bet with private game and nor u can add them in theme games and the third the new jungle mode is worse, the old night ludo was a great option in my opinions Overall good",LABEL_0,0.439596444,25-Apr-24
Yalla Ludo - Ludo&Domino,"It's good but it's algorithm always gives preference of winning to the one with higher level. Rare chances are of winning of lower level players. Also sometimes the The game and the features are amazing. Voice chat is one feature I like. Though recently, I have started facing connection problem from their end. When contacted the team regarding the same, the response I get is it's my network issue (when all other apps seem to work perfectly fine). For the response of the team, I would give negat",LABEL_2,0.834318459,12-Apr-23
Yalla Ludo - Ludo&Domino,"Updates: 1. Get ready for Jungle Ludo! The jungle is packed with secrets and spectacular items. Warriors, gear up for some adventures! 2. Double-tap to like a Chat Room! Want to show some love? Just double-tap on an empty spot in the room. The more taps, the bigger the combo effects. Help your favorite rooms shine! 3. Introducing Crocodile Dentist, a new mini-game, in chat rooms! Gather your friends for",LABEL_2,0.929231107,11-Apr-24
Yalla Ludo - Ludo&Domino,Updates: 1.Great news! Unique IDs now include new animation effects and extra 8-digit IDs. You can purchase and switch Unique IDs more easily. 2.Color-customized gifts are now available. You can customize the gift color to your liking! 3. Mic numbers have increased. A mode with 15 microphones is now available. Invite more friends on the mic to chat and enjoy more fun! There's more content for you to explore and enjoy!,LABEL_2,0.983562768,17-May-24
Yalla Ludo - Ludo&Domino,"Now we have difficulty in listening to music, whenever we play music, the volume itself decreases, sometimes there is no sound at all, it is very difficult to play music.",LABEL_0,0.803214669,1-May-24
Yalla Ludo - Ludo&Domino,I have found this game biased many times. I have experienced it so many times that the opponent was far behind me and I just need one to win the game but even then the opponent won it so many times and i have experienced it so many times that the opponent get whatever he need. I have lost so many matches by your biasness. If Yalla Ludo remain the same sooner i will uninstall it. Because there is no difference between black light studio ludo game and Yalla Ludo. Avoid this biasness.,LABEL_0,0.855793357,6-Aug-24
Yalla Ludo - Ludo&Domino,"Yalla ludo is money eater.i have made purchased gold coin only, but they took money for gold and diamond. When I am ask for a refund, the diamond coin amount they haven't returned yet, they are making excuses not to make a refund. The issue is happen on 21st April 2024. I request your support dept.5 time for the amount.you are rejecting it.",LABEL_0,0.836553097,6-May-24
Yalla Ludo - Ludo&Domino,"The game is quite amazing but i don't like the changes which were made after the recent update. The way a player can double their tokens and can only move when an even no. comes... It creates a lot of mess and frustration among the other players as they can't move their tokens and are stuck behind that doubled token unless they get a rocket. This should be removed and the previous settings must be restored where after doubling the tokens, they can't be captured and move freely.",LABEL_0,0.68212533,11-Jun-20
Yalla Ludo - Ludo&Domino,"Too much Too much interesting game. I love its features so good. It also, have voice chat option .You should to also download it and enjoy it also, had friends and you can play with your friends and family and anyone you want to play best Game ever.",LABEL_2,0.989847004,10-Jul-24
Yalla Ludo - Ludo&Domino,"Ludo games are a waste of time, I don't enjoy them because they're fixed from the start...no one's skills matter. It's like, if one player locks all the diamonds and the second player uses no diamond, the player with zero diamonds still wins because Ludo is rigged...Due to which I hate yalla ludo. So please this should be change, so that if someone plays well, their skills are not wasted...",LABEL_0,0.883033931,13-Jul-24
Yalla Ludo - Ludo&Domino,I Would Like To Give You 5 Stars But There Is Some Issues i.e Sometimes I Lose The game By Get A single number repeatedly or I don't get the number I need to reach the single token at the end even after 5 or 6 turns. Secondly we should be have an option to buy or sell the coins same like diamonds or we should be get some coins after getting a coins gift in room...I have changed my stars from 2 to 1 now because all the activities come with very high cost yalla ludo should think of middle families,LABEL_1,0.479684651,3-Jul-24
Yalla Ludo - Ludo&Domino,"This is a completely un fair game scheme. It only supports Arabic people. Non-Arabs cannot win any mega game. Whenever you play mega game, 3 arabs together defeat the one in front of you. This pathetic game system should be reviewed for ease of non Arabics. Until that I shouldn't recommend anyone to play that yalla ludo. Despite my reservations, issues still exist, So I've deleted that worst ever game",LABEL_0,0.959472537,21-Jul-24
Yalla Ludo - Ludo&Domino,Yalla is the best game but some issues that I want to your team focus on these issue I want to your team prepared a special package for yalla just like pubj a cheap package for yalla follow and the second issue is that the game activity task is difficult i want to the activity task become easy a lot time thank you,LABEL_2,0.6321522,8-Jul-24
Yalla Ludo - Ludo&Domino,Bad experience with this game The biggest issue with the dice it's not randomized. If your game start with good luck you will won & if your game starts with bad luck the totally game will be bad and opponent wins. Fix this bug otherwise I hate the game.,LABEL_0,0.889104843,14-Jun-24
Yalla Ludo - Ludo&Domino,"This is a very good game, everything is available here, girls are also available, boys are also available and after that there are benefits also, it is very good, share it as much as possible, whoever downloads it, invite your friends, Insta on TikTok, on Facebook.",LABEL_2,0.983855069,5-Jul-24
Yalla Ludo - Ludo&Domino,"How is this the worst kind of game?Why are there three sixes again and again and when we win one game, we lose the other two or three games?No matter how much we play the game with heart and play well, but your team does not give us a win and does not let us win...Most of the winnings are given to those who make purchases and install VIP.....No matter how good a game we play, we lose in the end and it is not the same number that we want",LABEL_0,0.869811118,1-Jul-24
Yalla Ludo - Ludo&Domino,"The game is overall much good, But I want to make a recommendation which will be so helpful, we have extra fragments of dice, you guys come up with a feature so we can send those dice to our friends.",LABEL_2,0.964878678,15-Jul-24
Yalla Ludo - Ludo&Domino,"Man, he won in just two touches. Is this normal? This game is nothing but ridiculous. Really, it determines the winner from the moment you enter, and no matter what you do, you will not win Loud star better then this game At least she has credibility in playing and is not biased ??",LABEL_0,0.631601572,16-Jul-24
Yalla Ludo - Ludo&Domino,"I am deleting this game because it's a stupid game In this, lucky numbers are given to the player. which old gonna play ludo And the new guy in this game starts the he is defeated who is the bigger player next He hacks another player's game what kind of game is this When he wants numbers, his big numbers and second to the player Foreigner is thrown out He works so hard to collect coins And there is only one game to beat this is a very bad game",LABEL_0,0.910337806,29-Jun-24
Yalla Ludo - Ludo&Domino,"last time i gave a bad review to yalla from that day to now i just lose every time i use diamonds but every time they make win my opponent.it is totally cheating the owner of this game can,t face the real fact and reviews about the app.",LABEL_0,0.911355257,4-Jul-24
Yalla Ludo - Ludo&Domino,"Its a fake online gaming app. You never win without their help. If You Don't Have diamond you never win. You are expert but new, never win. Because they want to sell rank gold and diamond. Without their help you have 1 % chance to win. When i going to win apps creat problem. Net issue. But i have 5g internet.",LABEL_0,0.800592422,1-Jun-24
Yalla Ludo - Ludo&Domino,"Worst ever game, you don't have control on your turn, on the, even a hundred percent winner loose at the end due to lack of luck. Its the game of luck and look doesn't favour all the time.",LABEL_0,0.901814997,23-Jun-24
Yalla Ludo - Ludo&Domino,This game not binding easy to Facebook. I try to last 3 days. But still not binding.,LABEL_0,0.753281891,2-Aug-24
Yalla Ludo - Ludo&Domino,"I  have been playing Yalla ludo for some time now, I really enjoy the game. But my audio feature isn't working. I can't hear my friends and also they too can't hear me. I tried every possible way to fix this but nothing is happening. I checked apps setting for audio permission, I have allowed all the permission but still it's not working. I can hear my sound but can't hear friends. I uninstalled it twice stil it's not working. Please help. Looking forward to hearing from you soon",LABEL_0,0.582495332,2-Apr-20
Yalla Ludo - Ludo&Domino,It is very Lucky game.. Very beautiful..... Very eligent...... Very interest....,LABEL_2,0.97881192,18-Aug-24
Yalla Ludo - Ludo&Domino,"I have way too much gold in my account but after factory resetting my device, the account could not be found again. I have also linked with my mobile number but now there is no option in the game to login with mobile number. Please give me the solution.",LABEL_0,0.82113409,10-Jul-24
Yalla Ludo - Ludo&Domino,"Waste of time, ?? sad. The winner is already fixed ??????????????????. I don't want to rate this 1 single star, bakwas game. I am simply wasting my data, useless and pre-planned winners are set.",LABEL_0,0.960461795,8-Aug-24
Yalla Ludo - Ludo&Domino,Winning persons suddenly lose the game in last time.It's very bad game and waste of time.,LABEL_0,0.952105224,13-Aug-24
Yalla Ludo - Ludo&Domino,There is no justice in it. Deliberately beaten. Sometimes it happens that after winning the game it starts again,LABEL_0,0.864293039,29-Jul-24
Yalla Ludo - Ludo&Domino,It's a great platform but ours is a wet one because all the gifts are found on diamond but nothing on coinpay.,LABEL_2,0.745048821,4-Aug-24
Yalla Ludo - Ludo&Domino,A good game but from last 7 days its some problem like it disconnected but my data is on and then connected again please solve that problem,LABEL_0,0.563452661,3-Aug-24
Yalla Ludo - Ludo&Domino,"Im addicted to yalla ludo! The game is so much fun, and i love the social aspect of playing with friends.",LABEL_2,0.992689669,30-Jul-24
Yalla Ludo - Ludo&Domino,I check my account again and again but it did not solve it said it have been blocked and when I login thy saif login failed ah03 I tried this diifernt mobiles and accounts they said same in mobile.please solve this problem .,LABEL_0,0.809452832,6-Aug-24
Yalla Ludo - Ludo&Domino,Mind changing game some time I have stress but I play to this game all tantion and stressed reliefed,LABEL_1,0.619106233,1-Aug-24
Yalla Ludo - Ludo&Domino,This is very good game. for mental relaxation . good futures good game graphic good plyers,LABEL_2,0.970538735,30-Jul-24
Yalla Ludo - Ludo&Domino,Kindly bring the number option again so that we can easily bind our idz and we r eagerly waiting for it,LABEL_2,0.859815359,8-Aug-24
Yalla Ludo - Ludo&Domino,It's good but it's algorithm always gives preference of winning to the one with higher level. Rare chances are of winning of lower level players. Also sometimes the app automatically stops working and auto mode really completely changes your game and then you finally lose. I'm trying to update my app but I can't. In feedback section no one is responding. But it's just for time pass so it's good??,LABEL_1,0.393865913,28-May-20
Yalla Ludo - Ludo&Domino,Very Annoying game very disappointed game most of the time no matter how good your strategy is the game never lets you win you are never going to get the numbers that you need whereas your opponent get all the right things happening at the right time extremely one sided which is frustrating not sure if it's a logic algorithm or bost planning on the other side. Thanks yall ludo download,LABEL_0,0.966840088,23-Aug-22
Yalla Ludo - Ludo&Domino,"I'm playing this game for a long time but still they designed it to take sides of other players! shame! If there was a rating less than one star, I would not have hesitated to put it.",LABEL_0,0.660661936,30-May-24
Yalla Ludo - Ludo&Domino,Hi here is some problems in a game many times dice not work properly and mostly give us 3 sixs and player fedup again and again not give a chance to improve player levels that's not fair and I m boring from ur ludo plz attention on these problems,LABEL_0,0.966774464,20-Jul-24
Yalla Ludo - Ludo&Domino,It's not a game it's already fixed who will win totally west of time ...I was just logout and uninstall this fixers gamee,LABEL_0,0.517833829,26-Jul-24
Yalla Ludo - Ludo&Domino,It is a good game.but need some improvemn.For example.cannot change dice during game.and anyone have not dabit card so plz improve direct sim balance for purchse diomond and gold. Plzzzzz improve thnks,LABEL_2,0.580312788,18-Jul-24
Yalla Ludo - Ludo&Domino,"I really like this game. I play this game with my friends. It is so interesting, amazing and gaming. You guys also play this game. Thankyou for reading.",LABEL_2,0.989957631,18-Jul-24
Yalla Ludo - Ludo&Domino,"This time a very nonsense update has come, the privacy of the room is completely lost..randomly people anyone can come and read all your previous messages..which is an unethical act, all my friends left this ludo and ???If this continues, very soon Yalla will be empty because people are now downloading other ludo where there will be privacy.",LABEL_0,0.894736946,20-Jul-24
Yalla Ludo - Ludo&Domino,Very amazing game very fun in it i just love it please just add an option that we exchange golds to diamonds and diamonds to golds thanks??,LABEL_2,0.989793777,26-Jul-24
Yalla Ludo - Ludo&Domino,Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.,LABEL_1,0.51292485,25-Jul-24
Yalla Ludo - Ludo&Domino,Excellent game i really enjoy it whenever i play graphics and token skins are outstanding??,LABEL_2,0.984830737,21-Jul-24
Yalla Ludo - Ludo&Domino,This game not fair game some time I was already win but the game unfair number provide auto bot are providing numbers. ???????????????????????????????????? One and two name are you win but after you win two times continuesly then you play the you loss conformly.,LABEL_0,0.67922157,27-Jul-24
Yalla Ludo - Ludo&Domino,This is good but there is a problem in friend mode that we can't play with only one friend plz fix it????,LABEL_1,0.44465062,23-Jul-24
Yalla Ludo - Ludo&Domino,"Amazing! What a game, this platform is very enjoy full and time pass",LABEL_2,0.988256037,27-Jul-24
Yalla Ludo - Ludo&Domino,I love playing Yalla Ludo. It's fun that we can talk and play. My friends and I enjoy challenging each other verbally and the game gets fiercer! But there is one issue i am facing frequently which is the server connectivity. This stops me from creating a private table or joining one. It also does not allow to play battles. I get the same message over and over again which either says 'connecting to server' or 'check your network connection'. Kindly fix this asap so we can enjoy our game nonstop!,LABEL_2,0.39977029,18-Apr-20
Yalla Ludo - Ludo&Domino,"This game was working fine earlier but now this fraud has started that as soon as I updated it is not logging in any way, not from Yella chat, not from Facebook and not from mobile number. Every time new questions are asked and when I select the correct answer, a new question comes up, so at the end the id block comes up and says try next day.",LABEL_0,0.786441863,16-Mar-24
Yalla Ludo - Ludo&Domino,worst game system decides in beginning who will win. and it will give your enemy suitable number on dice to kill you. sometimes i am unable to take more than one token out of square and that too gets killed frequently. sometimes my single coin remains to reach destination and opponent's 3-4 he/she will get 6+6+5 and me 1-1-102-1 etc.,LABEL_0,0.864688098,30-Apr-24
Yalla Ludo - Ludo&Domino,Very bad service Lot's of hacker are in game a hacker also steal my acc and blocked that's account. The game owners also give appropriate numbers to those people's who buy gems or coin yhe new or the users who don't purchase any thing just like toys in this game,LABEL_0,0.876847565,26-May-24
Yalla Ludo - Ludo&Domino,"The worst game ever, don't download it guys, if you win 2 times in a row then you are going to fail for another 12 games, they are failing us so that we get addicted to it and try to play more games and it's not good I won't even give 1 star",LABEL_0,0.971431017,29-Apr-24
